Data,Regiao,Tipo de Problema,Severidade,Resolvido,Acidentes Estimados,Investimento Estimado (R$ Milhoes),Mes
2025-03-05,Aguas Claras,Calcadas esburacadas,Baixa,True,2,36,2025-03
2025-03-05,Asa Norte,Buracos nas vias,Alta,True,6,42,2025-03
2025-03-05,Asa Norte,Buracos nas vias,Media,True,5,42,2025-03
2025-03-06,Vicente Pires,Falta de iluminacao,Media,False,4,305,2025-03
2025-03-06,Asa Norte,Buracos nas vias,Media,False,4,45,2025-03
2025-03-06,Sol Nascente,Buracos nas vias,Media,False,3,57,2025-03
2025-03-06,Aguas Claras,Buracos nas vias,Media,False,2,49,2025-03
2025-03-06,Aguas Claras,Buracos nas vias,Media,False,5,47,2025-03
2025-03-07,Jardim Botanico,Calcadas esburacadas,Media,True,2,37,2025-03
2025-03-07,Jardim Botanico,Falta de acessibilidade,Alta,False,6,88,2025-03
2025-03-07,Aguas Claras,Buracos nas vias,Baixa,True,0,41,2025-03
2025-03-07,Jardim Botanico,Falta de sinalizacao,Alta,True,6,61,2025-03
2025-03-07,Vicente Pires,Buracos nas vias,Alta,True,10,51,2025-03
2025-03-07,Asa Sul,Problemas de drenagem,Media,True,3,106,2025-03
2025-03-08,Asa Norte,Calcadas esburacadas,Baixa,False,0,31,2025-03
2025-03-08,Sol Nascente,Calcadas esburacadas,Baixa,True,1,39,2025-03
2025-03-08,Asa Norte,Problemas de drenagem,Alta,False,7,107,2025-03
2025-03-09,Asa Norte,Falta de acessibilidade,Baixa,True,0,76,2025-03
2025-03-09,Sol Nascente,Falta de acessibilidade,Alta,True,8,78,2025-03
2025-03-09,Asa Norte,Calcadas esburacadas,Media,False,3,43,2025-03
2025-03-09,Asa Norte,Buracos nas vias,Media,False,3,58,2025-03
2025-03-09,Asa Norte,Falta de iluminacao,Alta,False,9,299,2025-03
2025-03-10,Sao Sebastiao,Calcadas esburacadas,Baixa,False,2,37,2025-03
2025-03-10,Aguas Claras,Calcadas esburacadas,Media,True,5,44,2025-03
2025-03-10,Sao Sebastiao,Calcadas esburacadas,Baixa,False,2,42,2025-03
2025-03-10,Asa Sul,Acumulo de lixo em pracas,Media,False,3,20,2025-03
2025-03-10,Asa Sul,Falta de iluminacao,Baixa,False,2,307,2025-03
2025-03-10,Asa Norte,Calcadas esburacadas,Media,False,5,43,2025-03
2025-03-10,Sol Nascente,Buracos nas vias,Media,True,2,53,2025-03
2025-03-10,Jardim Botanico,Falta de iluminacao,Baixa,True,2,298,2025-03
2025-03-10,Asa Sul,Buracos nas vias,Baixa,True,1,40,2025-03
2025-03-10,Asa Sul,Buracos nas vias,Alta,True,6,53,2025-03
2025-03-10,Asa Sul,Calcadas esburacadas,Baixa,True,0,33,2025-03
2025-03-11,Vicente Pires,Falta de acessibilidade,Alta,True,6,80,2025-03
2025-03-11,Sao Sebastiao,Problemas de drenagem,Media,False,5,106,2025-03
2025-03-11,Aguas Claras,Falta de iluminacao,Media,True,5,304,2025-03
2025-03-11,Sol Nascente,Buracos nas vias,Media,True,5,58,2025-03
2025-03-11,Sao Sebastiao,Buracos nas vias,Media,False,4,50,2025-03
2025-03-11,Aguas Claras,Falta de iluminacao,Baixa,True,1,294,2025-03
2025-03-11,Vicente Pires,Calcadas esburacadas,Media,False,2,44,2025-03
2025-03-11,Asa Sul,Buracos nas vias,Alta,True,7,49,2025-03
2025-03-11,Asa Norte,Buracos nas vias,Baixa,False,1,58,2025-03
2025-03-12,Vicente Pires,Buracos nas vias,Baixa,True,2,56,2025-03
2025-03-12,Sao Sebastiao,Problemas de drenagem,Alta,True,9,92,2025-03
2025-03-12,Sol Nascente,Buracos nas vias,Baixa,False,2,42,2025-03
2025-03-12,Aguas Claras,Acumulo de lixo em pracas,Baixa,False,0,25,2025-03
2025-03-12,Asa Norte,Calcadas esburacadas,Alta,False,8,32,2025-03
2025-03-12,Asa Sul,Buracos nas vias,Media,True,2,45,2025-03
2025-03-12,Asa Sul,Buracos nas vias,Media,True,3,54,2025-03
2025-03-13,Jardim Botanico,Calcadas esburacadas,Baixa,False,0,40,2025-03
2025-03-13,Sol Nascente,Calcadas esburacadas,Media,True,5,38,2025-03
2025-03-13,Asa Sul,Problemas de drenagem,Media,True,5,109,2025-03
2025-03-13,Aguas Claras,Buracos nas vias,Media,True,5,43,2025-03
2025-03-13,Aguas Claras,Calcadas esburacadas,Alta,False,6,47,2025-03
2025-03-13,Aguas Claras,Problemas de drenagem,Alta,False,8,109,2025-03
2025-03-13,Asa Sul,Buracos nas vias,Media,False,4,43,2025-03
2025-03-13,Aguas Claras,Buracos nas vias,Alta,False,5,50,2025-03
2025-03-14,Asa Norte,Falta de acessibilidade,Media,False,5,89,2025-03
2025-03-14,Aguas Claras,Falta de acessibilidade,Media,True,2,80,2025-03
2025-03-14,Aguas Claras,Falta de iluminacao,Media,True,3,304,2025-03
2025-03-14,Aguas Claras,Problemas de drenagem,Baixa,True,2,108,2025-03
2025-03-15,Asa Sul,Buracos nas vias,Baixa,True,1,45,2025-03
2025-03-15,Asa Sul,Buracos nas vias,Alta,False,6,43,2025-03
2025-03-15,Sao Sebastiao,Buracos nas vias,Media,True,3,47,2025-03
2025-03-15,Vicente Pires,Buracos nas vias,Media,False,5,55,2025-03
2025-03-15,Aguas Claras,Problemas de drenagem,Alta,True,11,98,2025-03
2025-03-16,Aguas Claras,Falta de iluminacao,Media,False,4,300,2025-03
2025-03-16,Aguas Claras,Buracos nas vias,Media,True,3,53,2025-03
2025-03-16,Sao Sebastiao,Buracos nas vias,Baixa,True,1,57,2025-03
2025-03-16,Aguas Claras,Problemas de drenagem,Alta,True,9,109,2025-03
2025-03-16,Asa Sul,Falta de acessibilidade,Media,True,2,70,2025-03
2025-03-16,Asa Sul,Buracos nas vias,Baixa,True,0,44,2025-03
2025-03-16,Asa Norte,Buracos nas vias,Baixa,False,1,49,2025-03
2025-03-16,Sao Sebastiao,Calcadas esburacadas,Baixa,False,0,47,2025-03
2025-03-17,Asa Sul,Buracos nas vias,Media,True,3,41,2025-03
2025-03-17,Jardim Botanico,Buracos nas vias,Media,True,2,53,2025-03
2025-03-17,Asa Norte,Calcadas esburacadas,Media,True,5,38,2025-03
2025-03-17,Sol Nascente,Buracos nas vias,Media,False,5,59,2025-03
2025-03-17,Asa Norte,Problemas de drenagem,Media,False,2,90,2025-03
2025-03-17,Asa Norte,Calcadas esburacadas,Alta,True,8,36,2025-03
2025-03-17,Vicente Pires,Buracos nas vias,Media,True,5,47,2025-03
2025-03-17,Asa Sul,Falta de iluminacao,Baixa,False,2,301,2025-03
2025-03-18,Sao Sebastiao,Problemas de drenagem,Baixa,True,1,101,2025-03
2025-03-18,Asa Norte,Falta de acessibilidade,Baixa,False,1,72,2025-03
2025-03-18,Vicente Pires,Buracos nas vias,Baixa,False,0,55,2025-03
2025-03-18,Asa Norte,Buracos nas vias,Media,False,2,46,2025-03
2025-03-18,Asa Sul,Calcadas esburacadas,Alta,True,5,33,2025-03
2025-03-18,Jardim Botanico,Buracos nas vias,Alta,False,11,40,2025-03
2025-03-18,Asa Norte,Problemas de drenagem,Media,True,4,98,2025-03
2025-03-18,Jardim Botanico,Buracos nas vias,Media,True,5,54,2025-03
2025-03-18,Sao Sebastiao,Falta de iluminacao,Baixa,True,1,309,2025-03
2025-03-19,Sol Nascente,Calcadas esburacadas,Media,False,3,36,2025-03
2025-03-19,Vicente Pires,Problemas de drenagem,Media,True,5,97,2025-03
2025-03-19,Asa Sul,Buracos nas vias,Media,False,2,55,2025-03
2025-03-20,Sao Sebastiao,Buracos nas vias,Baixa,False,0,47,2025-03
2025-03-20,Jardim Botanico,Falta de iluminacao,Media,False,4,305,2025-03
2025-03-20,Sol Nascente,Buracos nas vias,Media,True,4,40,2025-03
2025-03-20,Sao Sebastiao,Buracos nas vias,Alta,False,5,52,2025-03
2025-03-20,Aguas Claras,Acumulo de lixo em pracas,Media,False,2,26,2025-03
2025-03-20,Asa Sul,Buracos nas vias,Media,False,2,56,2025-03
2025-03-20,Vicente Pires,Calcadas esburacadas,Baixa,True,1,32,2025-03
2025-03-20,Sao Sebastiao,Buracos nas vias,Baixa,True,1,42,2025-03
2025-03-20,Sol Nascente,Calcadas esburacadas,Media,False,2,39,2025-03
2025-03-21,Vicente Pires,Calcadas esburacadas,Baixa,False,2,39,2025-03
2025-03-21,Sol Nascente,Buracos nas vias,Media,False,3,56,2025-03
2025-03-21,Asa Norte,Problemas de drenagem,Alta,False,6,98,2025-03
2025-03-21,Vicente Pires,Buracos nas vias,Media,True,5,59,2025-03
2025-03-21,Asa Norte,Buracos nas vias,Alta,False,11,51,2025-03
2025-03-21,Asa Sul,Calcadas esburacadas,Media,True,2,46,2025-03
2025-03-22,Vicente Pires,Problemas de drenagem,Alta,True,5,91,2025-03
2025-03-22,Asa Norte,Buracos nas vias,Baixa,False,1,43,2025-03
2025-03-22,Vicente Pires,Problemas de drenagem,Media,False,4,106,2025-03
2025-03-22,Asa Sul,Buracos nas vias,Baixa,False,2,44,2025-03
2025-03-23,Vicente Pires,Calcadas esburacadas,Media,False,5,40,2025-03
2025-03-23,Vicente Pires,Falta de acessibilidade,Media,False,3,84,2025-03
2025-03-23,Sol Nascente,Falta de iluminacao,Media,False,2,303,2025-03
2025-03-24,Aguas Claras,Buracos nas vias,Baixa,False,1,51,2025-03
2025-03-24,Vicente Pires,Calcadas esburacadas,Alta,False,6,36,2025-03
2025-03-24,Aguas Claras,Falta de iluminacao,Alta,False,11,308,2025-03
2025-03-24,Aguas Claras,Calcadas esburacadas,Media,False,5,49,2025-03
2025-03-24,Jardim Botanico,Falta de sinalizacao,Media,False,5,52,2025-03
2025-03-24,Jardim Botanico,Calcadas esburacadas,Media,False,2,50,2025-03
2025-03-24,Aguas Claras,Problemas de drenagem,Baixa,False,0,94,2025-03
2025-03-24,Aguas Claras,Calcadas esburacadas,Media,False,2,50,2025-03
2025-03-25,Vicente Pires,Falta de iluminacao,Alta,True,11,309,2025-03
2025-03-25,Asa Norte,Falta de iluminacao,Media,True,3,298,2025-03
2025-03-25,Asa Norte,Falta de iluminacao,Baixa,False,1,307,2025-03
2025-03-25,Jardim Botanico,Problemas de drenagem,Baixa,False,2,96,2025-03
2025-03-25,Sao Sebastiao,Falta de iluminacao,Baixa,True,2,293,2025-03
2025-03-25,Jardim Botanico,Falta de sinalizacao,Media,True,3,66,2025-03
2025-03-25,Sao Sebastiao,Buracos nas vias,Alta,False,11,58,2025-03
2025-03-25,Asa Norte,Problemas de drenagem,Media,False,5,100,2025-03
2025-03-25,Asa Norte,Falta de sinalizacao,Media,False,2,60,2025-03
2025-03-25,Asa Norte,Problemas de drenagem,Alta,False,11,108,2025-03
2025-03-25,Aguas Claras,Falta de iluminacao,Baixa,True,1,309,2025-03
2025-03-25,Jardim Botanico,Buracos nas vias,Media,False,4,46,2025-03
2025-03-26,Sao Sebastiao,Problemas de drenagem,Media,True,5,103,2025-03
2025-03-26,Sol Nascente,Falta de sinalizacao,Media,True,3,59,2025-03
2025-03-26,Jardim Botanico,Falta de sinalizacao,Alta,False,5,63,2025-03
2025-03-26,Aguas Claras,Calcadas esburacadas,Media,False,2,37,2025-03
2025-03-26,Asa Norte,Buracos nas vias,Media,False,4,44,2025-03
2025-03-26,Jardim Botanico,Problemas de drenagem,Baixa,True,0,97,2025-03
2025-03-26,Jardim Botanico,Calcadas esburacadas,Alta,False,9,37,2025-03
2025-03-27,Sao Sebastiao,Buracos nas vias,Media,False,3,43,2025-03
2025-03-27,Aguas Claras,Falta de iluminacao,Media,False,2,305,2025-03
2025-03-27,Asa Sul,Calcadas esburacadas,Baixa,False,2,37,2025-03
2025-03-27,Sol Nascente,Buracos nas vias,Media,True,4,44,2025-03
2025-03-27,Sao Sebastiao,Buracos nas vias,Media,False,2,40,2025-03
2025-03-27,Jardim Botanico,Calcadas esburacadas,Baixa,True,0,47,2025-03
2025-03-27,Asa Norte,Falta de acessibilidade,Baixa,True,2,88,2025-03
2025-03-27,Sol Nascente,Buracos nas vias,Alta,False,8,49,2025-03
2025-03-28,Asa Sul,Buracos nas vias,Media,False,5,53,2025-03
2025-03-28,Asa Sul,Falta de sinalizacao,Alta,False,5,58,2025-03
2025-03-28,Asa Norte,Problemas de drenagem,Media,True,4,96,2025-03
2025-03-28,Vicente Pires,Problemas de drenagem,Baixa,True,0,105,2025-03
2025-03-28,Sol Nascente,Buracos nas vias,Media,False,3,40,2025-03
2025-03-28,Asa Norte,Buracos nas vias,Media,False,3,48,2025-03
2025-03-28,Asa Norte,Problemas de drenagem,Media,True,3,108,2025-03
2025-03-28,Asa Sul,Calcadas esburacadas,Alta,False,6,43,2025-03
2025-03-29,Asa Sul,Buracos nas vias,Media,False,2,56,2025-03
2025-03-29,Asa Norte,Calcadas esburacadas,Baixa,False,0,45,2025-03
2025-03-29,Jardim Botanico,Calcadas esburacadas,Media,False,3,39,2025-03
2025-03-29,Aguas Claras,Calcadas esburacadas,Media,False,4,41,2025-03
2025-03-29,Sol Nascente,Buracos nas vias,Media,True,4,59,2025-03
2025-03-29,Asa Sul,Problemas de drenagem,Baixa,False,2,90,2025-03
2025-03-30,Asa Sul,Falta de acessibilidade,Media,False,2,77,2025-03
2025-03-30,Asa Norte,Buracos nas vias,Media,False,2,52,2025-03
2025-03-30,Asa Sul,Buracos nas vias,Alta,False,10,41,2025-03
2025-03-30,Aguas Claras,Buracos nas vias,Baixa,True,0,49,2025-03
2025-03-30,Aguas Claras,Buracos nas vias,Alta,True,8,59,2025-03
2025-03-30,Vicente Pires,Calcadas esburacadas,Alta,False,8,49,2025-03
2025-03-30,Jardim Botanico,Buracos nas vias,Media,True,4,49,2025-03
2025-03-30,Asa Sul,Buracos nas vias,Baixa,False,0,51,2025-03
2025-03-30,Sol Nascente,Buracos nas vias,Media,True,4,40,2025-03
2025-03-30,Aguas Claras,Buracos nas vias,Alta,False,9,57,2025-03
2025-03-30,Jardim Botanico,Buracos nas vias,Media,True,4,44,2025-03
2025-03-30,Vicente Pires,Buracos nas vias,Alta,False,7,41,2025-03
2025-03-31,Jardim Botanico,Falta de acessibilidade,Media,False,2,84,2025-03
2025-03-31,Aguas Claras,Buracos nas vias,Baixa,True,0,47,2025-03
2025-03-31,Sol Nascente,Falta de acessibilidade,Media,False,4,78,2025-03
2025-03-31,Asa Sul,Acumulo de lixo em pracas,Media,False,2,34,2025-03
2025-03-31,Sao Sebastiao,Falta de acessibilidade,Baixa,True,1,85,2025-03
2025-03-31,Asa Sul,Falta de iluminacao,Baixa,True,2,302,2025-03
2025-03-31,Jardim Botanico,Calcadas esburacadas,Media,True,3,48,2025-03
2025-03-31,Asa Norte,Calcadas esburacadas,Baixa,True,0,35,2025-03
2025-03-31,Asa Sul,Buracos nas vias,Media,False,2,49,2025-03
2025-04-01,Sao Sebastiao,Calcadas esburacadas,Alta,True,9,38,2025-04
2025-04-01,Aguas Claras,Problemas de drenagem,Media,True,2,92,2025-04
2025-04-01,Asa Sul,Calcadas esburacadas,Alta,True,7,50,2025-04
2025-04-01,Asa Norte,Buracos nas vias,Baixa,True,1,48,2025-04
2025-04-01,Vicente Pires,Acumulo de lixo em pracas,Alta,False,10,23,2025-04
2025-04-01,Asa Sul,Falta de sinalizacao,Alta,True,8,68,2025-04
2025-04-02,Sol Nascente,Buracos nas vias,Alta,True,5,59,2025-04
2025-04-02,Sol Nascente,Falta de iluminacao,Baixa,True,1,296,2025-04
2025-04-02,Sol Nascente,Calcadas esburacadas,Alta,False,11,31,2025-04
2025-04-02,Aguas Claras,Calcadas esburacadas,Media,False,5,50,2025-04
2025-04-02,Asa Sul,Problemas de drenagem,Alta,True,7,93,2025-04
2025-04-03,Sao Sebastiao,Falta de acessibilidade,Baixa,False,1,77,2025-04
2025-04-03,Jardim Botanico,Buracos nas vias,Media,False,2,41,2025-04
2025-04-03,Jardim Botanico,Buracos nas vias,Baixa,True,2,51,2025-04
2025-04-03,Asa Sul,Calcadas esburacadas,Alta,False,6,41,2025-04
2025-04-03,Sol Nascente,Buracos nas vias,Media,False,5,58,2025-04
2025-04-03,Sol Nascente,Falta de iluminacao,Alta,False,8,294,2025-04
2025-04-03,Sol Nascente,Calcadas esburacadas,Media,False,2,47,2025-04
2025-04-03,Sao Sebastiao,Falta de iluminacao,Alta,False,6,291,2025-04
2025-04-03,Asa Sul,Buracos nas vias,Baixa,False,1,40,2025-04
2025-04-03,Asa Norte,Buracos nas vias,Media,True,3,42,2025-04
2025-04-04,Vicente Pires,Buracos nas vias,Media,True,3,52,2025-04
2025-04-04,Vicente Pires,Calcadas esburacadas,Media,True,4,38,2025-04
2025-04-04,Sol Nascente,Problemas de drenagem,Alta,False,7,104,2025-04
2025-04-04,Vicente Pires,Calcadas esburacadas,Baixa,False,0,47,2025-04
2025-04-04,Sol Nascente,Problemas de drenagem,Media,False,2,109,2025-04
2025-04-04,Sol Nascente,Buracos nas vias,Baixa,True,1,59,2025-04
2025-04-04,Vicente Pires,Problemas de drenagem,Baixa,False,1,106,2025-04
2025-04-05,Sol Nascente,Falta de iluminacao,Baixa,True,2,292,2025-04
2025-04-05,Sol Nascente,Falta de iluminacao,Media,False,4,298,2025-04
2025-04-05,Sao Sebastiao,Falta de acessibilidade,Baixa,True,2,77,2025-04
2025-04-05,Aguas Claras,Problemas de drenagem,Media,False,3,105,2025-04
2025-04-05,Aguas Claras,Falta de iluminacao,Baixa,False,2,297,2025-04
2025-04-06,Sol Nascente,Calcadas esburacadas,Alta,False,8,41,2025-04
2025-04-06,Asa Sul,Falta de iluminacao,Media,True,5,295,2025-04
2025-04-06,Aguas Claras,Falta de acessibilidade,Media,True,3,74,2025-04
2025-04-06,Sao Sebastiao,Falta de iluminacao,Media,False,2,308,2025-04
2025-04-06,Asa Sul,Calcadas esburacadas,Alta,True,8,34,2025-04
2025-04-06,Vicente Pires,Buracos nas vias,Baixa,False,2,57,2025-04
2025-04-07,Jardim Botanico,Falta de iluminacao,Media,True,3,299,2025-04
2025-04-07,Aguas Claras,Falta de iluminacao,Baixa,False,0,295,2025-04
2025-04-07,Jardim Botanico,Falta de iluminacao,Media,True,2,296,2025-04
2025-04-07,Asa Norte,Acumulo de lixo em pracas,Media,False,3,24,2025-04
2025-04-07,Asa Norte,Acumulo de lixo em pracas,Baixa,False,2,31,2025-04
2025-04-07,Sol Nascente,Falta de acessibilidade,Alta,False,9,71,2025-04
2025-04-08,Sao Sebastiao,Buracos nas vias,Media,False,2,51,2025-04
2025-04-08,Asa Norte,Acumulo de lixo em pracas,Alta,False,9,35,2025-04
2025-04-09,Aguas Claras,Falta de iluminacao,Alta,True,9,299,2025-04
2025-04-09,Sol Nascente,Buracos nas vias,Baixa,True,1,46,2025-04
2025-04-09,Sao Sebastiao,Problemas de drenagem,Media,False,5,100,2025-04
2025-04-09,Vicente Pires,Calcadas esburacadas,Media,False,3,34,2025-04
2025-04-09,Sol Nascente,Falta de iluminacao,Media,True,3,299,2025-04
2025-04-09,Asa Norte,Problemas de drenagem,Media,False,3,93,2025-04
2025-04-10,Asa Sul,Buracos nas vias,Baixa,True,1,45,2025-04
2025-04-10,Asa Norte,Buracos nas vias,Media,False,4,40,2025-04
2025-04-10,Asa Sul,Buracos nas vias,Media,False,4,41,2025-04
2025-04-10,Sao Sebastiao,Buracos nas vias,Baixa,True,0,42,2025-04
2025-04-10,Aguas Claras,Falta de sinalizacao,Media,False,2,64,2025-04
2025-04-10,Sao Sebastiao,Problemas de drenagem,Media,False,3,102,2025-04
2025-04-11,Asa Sul,Falta de iluminacao,Baixa,False,1,291,2025-04
2025-04-11,Jardim Botanico,Problemas de drenagem,Alta,False,11,91,2025-04
2025-04-11,Asa Norte,Acumulo de lixo em pracas,Media,False,5,32,2025-04
2025-04-11,Asa Norte,Buracos nas vias,Media,False,2,55,2025-04
2025-04-11,Sol Nascente,Falta de acessibilidade,Alta,True,8,78,2025-04
2025-04-11,Vicente Pires,Falta de acessibilidade,Media,True,2,86,2025-04
2025-04-11,Asa Norte,Falta de iluminacao,Media,True,4,306,2025-04
2025-04-12,Sol Nascente,Buracos nas vias,Alta,False,5,43,2025-04
2025-04-12,Asa Sul,Falta de iluminacao,Alta,False,8,293,2025-04
2025-04-12,Asa Sul,Buracos nas vias,Baixa,True,2,40,2025-04
2025-04-12,Asa Norte,Buracos nas vias,Media,False,5,50,2025-04
2025-04-13,Aguas Claras,Calcadas esburacadas,Media,True,3,34,2025-04
2025-04-13,Asa Norte,Falta de acessibilidade,Alta,False,7,72,2025-04
2025-04-13,Vicente Pires,Buracos nas vias,Media,False,2,49,2025-04
2025-04-13,Aguas Claras,Falta de iluminacao,Alta,False,8,307,2025-04
2025-04-13,Vicente Pires,Falta de sinalizacao,Alta,True,6,69,2025-04
2025-04-14,Sol Nascente,Falta de acessibilidade,Baixa,False,1,81,2025-04
2025-04-14,Aguas Claras,Calcadas esburacadas,Baixa,False,0,48,2025-04
2025-04-14,Vicente Pires,Acumulo de lixo em pracas,Alta,False,10,38,2025-04
2025-04-14,Vicente Pires,Calcadas esburacadas,Alta,False,5,43,2025-04
2025-04-15,Sol Nascente,Falta de acessibilidade,Media,False,2,78,2025-04
2025-04-15,Sol Nascente,Buracos nas vias,Baixa,False,0,51,2025-04
2025-04-15,Vicente Pires,Calcadas esburacadas,Alta,False,9,35,2025-04
2025-04-15,Sao Sebastiao,Buracos nas vias,Baixa,True,0,42,2025-04
2025-04-15,Asa Norte,Problemas de drenagem,Baixa,False,0,91,2025-04
2025-04-15,Asa Norte,Buracos nas vias,Alta,False,8,42,2025-04
2025-04-15,Vicente Pires,Problemas de drenagem,Alta,False,5,93,2025-04
2025-04-15,Aguas Claras,Calcadas esburacadas,Media,False,2,49,2025-04
2025-04-15,Sao Sebastiao,Buracos nas vias,Alta,False,10,50,2025-04
2025-04-15,Sol Nascente,Buracos nas vias,Media,False,5,47,2025-04
2025-04-15,Vicente Pires,Falta de acessibilidade,Media,False,3,84,2025-04
2025-04-15,Sao Sebastiao,Falta de acessibilidade,Baixa,True,1,88,2025-04
2025-04-16,Asa Sul,Calcadas esburacadas,Media,False,2,49,2025-04
2025-04-16,Asa Sul,Buracos nas vias,Media,False,3,54,2025-04
2025-04-16,Sol Nascente,Falta de iluminacao,Alta,False,7,309,2025-04
2025-04-17,Asa Norte,Buracos nas vias,Baixa,False,1,44,2025-04
2025-04-17,Asa Norte,Buracos nas vias,Media,True,3,53,2025-04
2025-04-17,Asa Sul,Problemas de drenagem,Media,False,4,108,2025-04
2025-04-17,Asa Norte,Buracos nas vias,Alta,True,5,59,2025-04
2025-04-17,Aguas Claras,Buracos nas vias,Alta,True,6,42,2025-04
2025-04-18,Asa Sul,Buracos nas vias,Media,True,4,52,2025-04
2025-04-18,Jardim Botanico,Calcadas esburacadas,Media,True,3,41,2025-04
2025-04-18,Vicente Pires,Buracos nas vias,Alta,False,7,58,2025-04
2025-04-18,Sao Sebastiao,Falta de iluminacao,Alta,True,9,291,2025-04
2025-04-18,Asa Norte,Falta de iluminacao,Media,True,4,309,2025-04
2025-04-18,Asa Sul,Falta de acessibilidade,Media,False,3,78,2025-04
2025-04-18,Sol Nascente,Problemas de drenagem,Baixa,False,1,92,2025-04
2025-04-18,Sol Nascente,Falta de iluminacao,Baixa,False,1,297,2025-04
2025-04-19,Vicente Pires,Falta de iluminacao,Media,False,4,292,2025-04
2025-04-19,Sol Nascente,Calcadas esburacadas,Media,False,2,42,2025-04
2025-04-19,Sao Sebastiao,Buracos nas vias,Media,False,2,58,2025-04
2025-04-19,Sao Sebastiao,Falta de iluminacao,Media,True,3,292,2025-04
2025-04-19,Aguas Claras,Buracos nas vias,Media,True,2,55,2025-04
2025-04-20,Jardim Botanico,Falta de iluminacao,Media,False,3,296,2025-04
2025-04-20,Asa Norte,Falta de iluminacao,Alta,False,6,304,2025-04
2025-04-20,Asa Sul,Calcadas esburacadas,Alta,False,10,32,2025-04
2025-04-20,Aguas Claras,Problemas de drenagem,Baixa,False,1,106,2025-04
2025-04-20,Asa Norte,Calcadas esburacadas,Media,False,5,36,2025-04
2025-04-20,Asa Norte,Buracos nas vias,Media,False,4,47,2025-04
2025-04-20,Vicente Pires,Falta de acessibilidade,Alta,True,9,79,2025-04
2025-04-20,Aguas Claras,Buracos nas vias,Baixa,False,1,54,2025-04
